speed,distance_traveled_km,idle_time_minutes,vehicle_age_years,fuel_efficiency_l_per_km,optimized_route_flag,fuel_per_km,idle_ratio,optimized_x_experience,hour_of_day,day_of_week,vehicle_type_truck,vehicle_type_van,actual_fuel,predicted_fuel
117.73,34.8,3.5,5.0,0.44,1.0,0.43763110255452436,0.10057182264877447,0.0,16.0,2.0,1.0,0.0,,15.258899999999993
62.37,13.3,8.2,1.0,0.34,0.0,0.33832042703556126,0.6164950003759115,0.0,0.0,1.0,1.0,0.0,,4.499200000000003
112.56,17.5,1.7,10.0,0.16,0.0,0.15999085766527624,0.09713730643963202,0.0,22.0,1.0,0.0,1.0,,2.807199999999999
76.5,16.8,3.0,6.0,0.1,1.0,0.09820843997381107,0.17856079995238378,1.0,13.0,5.0,0.0,0.0,,1.6495000000000013
84.95,49.6,2.7,9.0,0.17,0.0,0.171770730428822,0.054434386403499936,0.0,7.0,2.0,0.0,1.0,,8.4973
106.68,71.8,1.2,6.0,0.09,0.0,0.09219927299062687,0.01671285915237949,0.0,15.0,6.0,0.0,0.0,,6.6240999999999985
64.25,19.0,4.6,11.0,0.14,0.0,0.1405189200568391,0.24209252144623963,0.0,20.0,6.0,0.0,1.0,,2.6713999999999967
51.5,5.2,3.2,7.0,0.35,0.0,0.34608729090559504,0.6152662949432801,0.0,1.0,1.0,1.0,0.0,,1.8061000000000005
108.52,54.9,2.8,8.0,0.1,1.0,0.09763027995847072,0.051000892515619026,17.0,2.0,2.0,0.0,0.0,,5.363999999999997
102.02,57.3,1.1,10.0,0.09,0.0,0.09301757386433047,0.01919687265492749,0.0,9.0,1.0,0.0,0.0,,5.330500000000002
90.9,7.1,1.8,12.0,0.36,0.0,0.3562878467821433,0.2534854245880862,0.0,2.0,3.0,1.0,0.0,2.05,2.5250999999999997
101.62,32.8,2.8,11.0,0.1,0.0,0.09786287003445018,0.08536325112039268,0.0,10.0,3.0,0.0,0.0,,3.2182999999999993
44.88,11.6,5.8,8.0,0.18,1.0,0.1836048616498578,0.49995690026721834,0.0,14.0,2.0,0.0,1.0,,2.1397999999999997
52.51,8.4,7.9,11.0,0.12,1.0,0.12022378288299013,0.940364242352101,1.0,19.0,5.0,0.0,0.0,,1.0107000000000008
49.45,14.3,9.7,6.0,0.38,0.0,0.3824907349136424,0.6782742465561848,0.0,11.0,4.0,1.0,0.0,,5.480100000000006
15.04,2.7,16.0,11.0,0.52,0.0,0.518326545723806,5.923731951129211,0.0,20.0,0.0,0.0,1.0,,1.3482000000000003
94.53,50.4,3.2,12.0,0.09,1.0,0.09444257058391699,0.06349080375389378,2.0,20.0,0.0,0.0,0.0,,4.766799999999999
53.43,28.8,3.4,9.0,0.09,1.0,0.0892330127426131,0.11805145654664767,15.0,4.0,6.0,0.0,0.0,2.27,2.573500000000001
22.8,10.0,10.6,0.0,0.13,0.0,0.12498750124987502,1.05989401059894,0.0,7.0,6.0,0.0,0.0,,1.2426999999999995
74.73,27.6,2.0,9.0,0.31,1.0,0.30651063367269304,0.07246114271222057,17.0,10.0,6.0,1.0,0.0,,8.4522
35.58,12.7,8.0,5.0,0.11,1.0,0.1110148807180537,0.6298716636485316,15.0,11.0,0.0,0.0,0.0,2.33,1.4129999999999987
51.01,17.8,12.6,6.0,0.4,1.0,0.397168698387731,0.7078254030672433,7.0,9.0,5.0,1.0,0.0,,7.0348000000000015
23.4,15.1,10.3,4.0,0.12,1.0,0.12052181974703663,0.6820740348321304,0.0,9.0,0.0,0.0,0.0,,1.8244999999999985
52.09,27.1,4.4,12.0,0.15,0.0,0.14870299988930297,0.16235563263348216,0.0,9.0,2.0,0.0,1.0,0.66,4.042000000000001
31.7,13.0,14.6,5.0,0.22,1.0,0.2176755634181986,1.1229905391892931,16.0,20.0,6.0,0.0,1.0,4.91,2.8319
40.33,8.6,5.7,7.0,0.21,1.0,0.21392861295198237,0.6627136379490758,19.0,11.0,6.0,0.0,1.0,,1.8647999999999998
48.56,6.4,5.0,7.0,0.11,1.0,0.11092016872363691,0.7811279487580065,3.0,6.0,6.0,0.0,0.0,2.29,0.7143
82.71,41.1,3.9,11.0,0.34,0.0,0.3430573465365806,0.0948882022335223,0.0,4.0,3.0,1.0,0.0,,14.054200000000003
29.31,16.5,10.8,2.0,0.11,0.0,0.10847827404399733,0.6545057875280286,0.0,16.0,1.0,0.0,0.0,,1.793000000000001
127.68,20.1,1.3,1.0,0.31,0.0,0.31391473061041736,0.0646733993333665,0.0,22.0,2.0,1.0,0.0,,6.322699999999997
31.08,22.7,16.0,3.0,0.19,0.0,0.19470507907140655,0.704814765869345,0.0,13.0,2.0,0.0,1.0,,4.449099999999999
47.01,9.9,6.4,1.0,0.1,1.0,0.10402989597010404,0.6463993536006465,9.0,22.0,1.0,0.0,0.0,,1.0290000000000006
62.89,30.0,4.2,6.0,0.29,0.0,0.29165694476850773,0.1399953334888837,0.0,5.0,6.0,1.0,0.0,3.75,8.816099999999999
100.96,55.0,1.2,1.0,0.09,1.0,0.08781658515299723,0.021817785131179435,16.0,19.0,1.0,0.0,0.0,7.71,4.828600000000003
100.0,43.0,2.1,10.0,0.09,0.0,0.08581195786144509,0.0488360735796842,0.0,19.0,6.0,0.0,0.0,5.65,3.694500000000001
68.92,37.6,2.3,5.0,0.14,0.0,0.1393579957979841,0.061168585941863245,0.0,8.0,2.0,0.0,1.0,4.33,5.248100000000001
84.52,23.0,3.4,1.0,0.08,1.0,0.08086604930220426,0.14781966001478195,20.0,5.0,4.0,0.0,0.0,,1.859700000000003
92.41,40.3,2.4,3.0,0.33,0.0,0.32555023448549664,0.0595518721619811,0.0,18.0,1.0,1.0,0.0,11.05,13.151700000000005
103.23,35.5,1.1,12.0,0.1,0.0,0.10365905185769415,0.030985042674854232,0.0,20.0,6.0,0.0,0.0,,3.6934000000000005
122.68,26.3,3.0,1.0,0.1,1.0,0.10037641154328733,0.11406410402646286,4.0,14.0,3.0,0.0,0.0,17.57,2.6446999999999976
78.32,39.3,1.4,8.0,0.09,0.0,0.08956515101396913,0.03562250324419226,0.0,23.0,5.0,0.0,0.0,0.75,3.5108000000000006
36.67,12.7,7.5,6.0,0.36,0.0,0.35823950870010235,0.5905046846704984,0.0,0.0,6.0,1.0,0.0,,4.556499999999999
27.23,9.7,15.1,10.0,0.17,1.0,0.16699309349551597,1.5565405628285744,13.0,12.0,1.0,0.0,0.0,,1.6224000000000016
95.67,54.1,1.6,1.0,0.3,1.0,0.29814606014676254,0.029574314707676384,4.0,6.0,6.0,1.0,0.0,,16.195899999999988
44.51,7.7,12.2,5.0,0.16,1.0,0.15971951694585118,1.5842098428775482,13.0,9.0,6.0,0.0,0.0,,1.2212
65.74,31.4,3.5,10.0,0.16,1.0,0.15859367536065733,0.11146141842616478,4.0,20.0,2.0,0.0,1.0,1.16,4.999100000000001
48.49,16.7,13.6,11.0,0.44,0.0,0.44188970720316145,0.8143224956589425,0.0,5.0,1.0,1.0,0.0,,7.404800000000003
13.57,13.8,11.6,8.0,0.21,1.0,0.213028041446272,0.8405188029852909,20.0,5.0,1.0,0.0,1.0,,2.9402000000000017
62.82,18.5,10.4,3.0,0.16,0.0,0.15891032917139614,0.562131776660721,0.0,13.0,0.0,0.0,1.0,2.94,2.9428
38.91,12.0,2.7,0.0,0.08,1.0,0.08415965336221982,0.22498125156236984,0.0,17.0,0.0,0.0,0.0,,1.0159999999999998
130.15,45.6,2.6,7.0,0.09,0.0,0.09276112365956889,0.05701629350233548,0.0,15.0,6.0,0.0,0.0,1.63,4.229200000000001
93.81,40.9,3.3,0.0,0.09,1.0,0.08508349429109313,0.08068262389672624,6.0,22.0,0.0,0.0,0.0,1.21,3.476900000000004
93.15,31.9,2.6,12.0,0.15,0.0,0.15328673082348515,0.08150214726811073,0.0,7.0,4.0,0.0,1.0,,4.887199999999996
115.47,50.6,3.2,1.0,0.14,0.0,0.13991818343510998,0.06323985691982373,0.0,0.0,1.0,0.0,1.0,,7.078299999999995
44.67,13.7,4.2,4.0,0.1,1.0,0.0985329537989928,0.3065469673746442,7.0,14.0,4.0,0.0,0.0,,1.350999999999998
37.27,6.7,7.0,6.0,0.14,0.0,0.13878525593195046,1.0446202059394118,0.0,18.0,0.0,0.0,0.0,,0.9299000000000006
49.27,13.1,4.3,3.0,0.09,1.0,0.08854285932371575,0.32821921990687736,8.0,0.0,0.0,0.0,0.0,,1.165400000000001
122.24,28.2,1.6,3.0,0.35,1.0,0.347860004964363,0.056735576752597425,9.0,22.0,1.0,1.0,0.0,,9.828399999999998
105.63,36.0,2.6,6.0,0.36,0.0,0.3555456792866865,0.0722202161051082,0.0,17.0,1.0,1.0,0.0,,12.823100000000004
82.71,19.0,3.6,12.0,0.1,1.0,0.10157360138940055,0.18946371243618756,16.0,21.0,4.0,0.0,0.0,1.78,1.9354999999999996
111.09,34.1,1.2,10.0,0.17,1.0,0.1656842907832615,0.03518958388317058,12.0,13.0,0.0,0.0,1.0,,5.653200000000001
34.3,14.4,7.0,11.0,0.12,1.0,0.11943615026734254,0.4860773557391848,14.0,17.0,5.0,0.0,0.0,1.09,1.7170999999999994
43.2,10.2,6.8,1.0,0.36,0.0,0.36074894618174697,0.6666013135967063,0.0,14.0,0.0,1.0,0.0,,3.6634999999999973
112.36,19.9,2.2,0.0,0.14,1.0,0.14421385860007035,0.11054720868298076,19.0,15.0,3.0,0.0,1.0,,2.8637
99.55,20.2,2.0,10.0,0.09,0.0,0.09454977476362555,0.0990049997524875,0.0,23.0,0.0,0.0,0.0,8.82,1.9122000000000017
62.21,10.3,8.7,11.0,0.43,1.0,0.42617221628968055,0.8445781962916221,0.0,7.0,5.0,1.0,0.0,,4.394199999999999
53.04,19.0,4.2,12.0,0.17,1.0,0.1699910531024683,0.22104099784221884,6.0,8.0,1.0,0.0,1.0,0.82,3.205700000000003
97.09,26.3,3.6,4.0,0.1,1.0,0.10265769362381659,0.13687692483175545,20.0,2.0,6.0,0.0,0.0,,2.7022999999999984
42.2,11.0,9.5,1.0,0.12,1.0,0.12453413326061269,0.8635578583765112,12.0,3.0,1.0,0.0,0.0,10.26,1.368800000000001
53.75,13.5,4.4,12.0,0.16,1.0,0.16221020665135916,0.3259017850529591,16.0,3.0,5.0,0.0,1.0,,2.1804999999999977
84.11,34.7,2.8,12.0,0.35,0.0,0.35157488256822567,0.08068931731074032,0.0,8.0,2.0,1.0,0.0,5.3,12.198400000000014
53.59,2.0,4.7,2.0,0.52,0.0,0.5147426286856572,2.348825587206397,0.0,5.0,2.0,1.0,0.0,,1.0195
121.99,40.1,2.4,12.0,0.35,1.0,0.3536071419665345,0.059848881574025584,10.0,0.0,1.0,1.0,0.0,,14.1982
100.54,52.5,3.0,0.0,0.15,1.0,0.14723529075636657,0.057141768728214706,15.0,19.0,6.0,0.0,1.0,,7.722399999999999
24.23,5.8,7.4,4.0,0.23,0.0,0.22582313394242373,1.2756421306671264,0.0,21.0,2.0,0.0,1.0,,1.3172999999999988
76.66,18.7,3.0,2.0,0.13,0.0,0.13100903694989574,0.16041922891823968,0.0,0.0,2.0,0.0,1.0,,2.4442999999999984
62.61,15.8,5.5,11.0,0.09,0.0,0.09493070058857034,0.3480792354914246,0.0,21.0,0.0,0.0,0.0,,1.4992999999999999
102.12,47.4,2.8,4.0,0.33,1.0,0.3272082867450054,0.05907048374506867,10.0,12.0,5.0,1.0,0.0,,15.53809999999998
57.67,18.7,3.5,0.0,0.13,0.0,0.13314796000213894,0.1871557670712796,0.0,7.0,6.0,0.0,1.0,,2.481200000000002
97.76,55.2,2.5,7.0,0.1,1.0,0.09909240774623648,0.04528903461893806,7.0,2.0,3.0,0.0,0.0,2.66,5.4747
97.06,33.7,1.3,8.0,0.14,1.0,0.1359010118394113,0.038574523011186614,20.0,13.0,1.0,0.0,1.0,,4.550199999999998
63.37,17.7,8.5,7.0,0.15,0.0,0.15309869498898368,0.4801988588215355,0.0,14.0,6.0,0.0,1.0,7.57,2.7093999999999987
50.89,28.8,3.5,11.0,0.14,1.0,0.1440922190201729,0.12152355820978437,5.0,0.0,5.0,0.0,1.0,,4.148599999999997
53.88,2.0,4.3,5.0,0.55,0.0,0.5447276361819091,2.1489255372313845,0.0,4.0,3.0,1.0,0.0,,1.0793000000000008
101.96,73.5,1.7,10.0,0.34,1.0,0.33985932164188243,0.023128937021265016,16.0,0.0,5.0,1.0,0.0,,24.983
58.82,19.6,3.8,1.0,0.08,0.0,0.08417937860313247,0.1938676598132748,0.0,1.0,1.0,0.0,0.0,,1.6494000000000002
98.07,57.1,1.8,10.0,0.33,0.0,0.3276650146232115,0.03152309066391132,0.0,0.0,6.0,1.0,0.0,,18.703600000000012
133.16,64.2,1.3,6.0,0.09,1.0,0.09174311926605502,0.020248905780283794,10.0,19.0,4.0,0.0,0.0,,5.8794
63.45,11.7,6.2,9.0,0.1,1.0,0.09571831467395951,0.529869241945133,9.0,6.0,4.0,0.0,0.0,,1.118800000000001
40.23,16.4,3.8,10.0,0.1,1.0,0.10365221632827266,0.2316931894396683,9.0,23.0,6.0,0.0,0.0,4.71,1.7027999999999996
15.19,15.2,7.7,11.0,0.44,1.0,0.44207617919873693,0.5065456219985528,15.0,3.0,5.0,1.0,0.0,,6.726399999999997
121.6,61.4,1.3,2.0,0.16,1.0,0.15862933828439277,0.021172293610853245,14.0,10.0,1.0,0.0,1.0,,9.702400000000004
45.97,8.7,17.1,10.0,0.17,0.0,0.17239397770371223,1.9652913458223198,0.0,19.0,6.0,0.0,0.0,,1.5219999999999998
82.45,42.7,2.1,11.0,0.09,0.0,0.09109856912016112,0.04917917613170652,0.0,1.0,4.0,0.0,0.0,,3.8950000000000014
69.12,9.8,7.8,9.0,0.12,0.0,0.11937557392102846,0.7958371594735231,0.0,5.0,3.0,0.0,0.0,,1.1738
80.63,23.2,5.9,10.0,0.33,0.0,0.33188224645489417,0.25429938364725657,0.0,13.0,6.0,1.0,0.0,,7.723100000000001
70.76,25.7,2.9,10.0,0.14,1.0,0.14085055056223494,0.11283607641726003,7.0,21.0,3.0,0.0,1.0,2.52,3.6358000000000006
68.76,15.1,4.0,11.0,0.09,1.0,0.09403350771472088,0.2648831203231574,0.0,10.0,4.0,0.0,0.0,,1.4184999999999997
37.87,15.6,6.6,3.0,0.15,1.0,0.15383629254534967,0.4230498044997116,4.0,2.0,6.0,0.0,1.0,,2.406700000000001
70.35,24.9,3.1,4.0,0.09,1.0,0.09357053933576966,0.12449299224930727,6.0,13.0,4.0,0.0,0.0,3.86,2.3305000000000025
41.39,15.6,12.3,10.0,0.13,1.0,0.12819691045445805,0.7884109992949171,11.0,14.0,4.0,0.0,0.0,,2.0107000000000004
46.01,17.1,7.6,8.0,0.18,0.0,0.18419975440032743,0.44441845506110744,0.0,3.0,2.0,0.0,1.0,,3.148599999999999
44.45,10.3,7.5,10.0,0.12,1.0,0.12134744199592272,0.7280846519755363,16.0,16.0,6.0,0.0,0.0,,1.2451
21.52,10.7,14.6,10.0,0.53,1.0,0.5326604990187833,1.3643584711709187,13.0,19.0,1.0,1.0,0.0,,5.788300000000004
113.16,29.7,4.1,5.0,0.11,1.0,0.11009730312110703,0.13804249015184672,5.0,7.0,5.0,0.0,0.0,,3.2669999999999972
44.22,5.3,6.4,6.0,0.22,1.0,0.21694019996227124,1.207319373703075,18.0,15.0,4.0,0.0,1.0,,1.1597999999999997
101.71,5.2,2.7,11.0,0.12,1.0,0.11728513747356276,0.5191309363583926,16.0,3.0,3.0,0.0,0.0,2.74,0.6066000000000006
96.7,77.2,2.6,7.0,0.09,1.0,0.08510252457869716,0.03367832022901258,14.0,21.0,5.0,0.0,0.0,,6.5895
39.82,12.2,14.0,1.0,0.44,1.0,0.43602983362019515,1.1474469305794608,16.0,7.0,5.0,1.0,0.0,,5.320500000000002
86.62,88.0,1.4,4.0,0.31,0.0,0.3128373541209759,0.015908910126021292,0.0,21.0,4.0,1.0,0.0,,27.441799999999986
104.96,35.8,0.6,7.0,0.08,1.0,0.08351722018938021,0.016759308399206727,7.0,6.0,2.0,0.0,0.0,,2.9926000000000017
99.65,51.4,1.3,10.0,0.32,0.0,0.31808719674714503,0.025291336744421317,0.0,10.0,2.0,1.0,0.0,5.37,16.367399999999996
98.16,34.7,2.7,0.0,0.15,0.0,0.14927523702486958,0.07780755597821389,0.0,2.0,4.0,0.0,1.0,,5.193000000000005
44.94,11.2,5.3,11.0,0.37,0.0,0.3705026336934203,0.47317203821087406,0.0,8.0,6.0,1.0,0.0,,4.154399999999996
88.22,37.1,1.0,4.0,0.09,1.0,0.08517290639066333,0.02695345138945042,16.0,20.0,6.0,0.0,0.0,,3.163600000000001
104.2,52.9,4.5,3.0,0.17,1.0,0.16559233284815034,0.08506455454528271,0.0,8.0,6.0,0.0,1.0,22.13,8.721699999999997
50.85,11.8,8.2,8.0,0.4,0.0,0.40166087619693247,0.6948563681043979,0.0,16.0,4.0,1.0,0.0,,4.713799999999997
97.8,51.4,2.6,2.0,0.35,1.0,0.3515495807474563,0.050582673488842635,1.0,10.0,2.0,1.0,0.0,1.76,18.04259999999999
105.05,39.9,1.1,0.0,0.13,1.0,0.13408185258514824,0.027568231372647307,16.0,18.0,6.0,0.0,1.0,0.65,5.375099999999998
111.14,23.3,1.1,3.0,0.08,0.0,0.08197073086991974,0.04720827432299043,0.0,5.0,5.0,0.0,0.0,,1.906099999999998
114.06,40.2,1.8,1.0,0.33,0.0,0.33257879157234893,0.0447750055968757,0.0,15.0,6.0,1.0,0.0,,13.405499999999995
105.75,16.3,1.1,4.0,0.15,0.0,0.15029752775903318,0.06748052266732102,0.0,22.0,1.0,0.0,1.0,,2.4517000000000007
41.3,25.0,5.5,5.0,0.1,1.0,0.10399584016639335,0.2199912003519859,7.0,15.0,2.0,0.0,0.0,,2.6035999999999984
32.1,13.9,7.2,10.0,0.12,0.0,0.11581900582691894,0.5179483490396375,0.0,12.0,6.0,0.0,0.0,7.51,1.608200000000001
41.7,6.5,6.6,6.0,0.12,0.0,0.12151976618981696,1.015228426395939,0.0,19.0,0.0,0.0,0.0,,0.7886000000000004
39.9,12.4,5.3,6.0,0.16,1.0,0.15643899685509233,0.4273848883154584,11.0,9.0,3.0,0.0,1.0,,1.9397999999999993
86.37,46.4,2.9,10.0,0.35,0.0,0.34956143186569255,0.06249865304627056,0.0,3.0,2.0,1.0,0.0,,16.2755
60.4,19.9,2.3,1.0,0.13,1.0,0.13265665041957692,0.11557208180493442,15.0,2.0,1.0,0.0,1.0,3.13,2.6392999999999995
48.57,30.8,5.2,2.0,0.35,0.0,0.3470666536800753,0.1688256874776793,0.0,21.0,1.0,1.0,0.0,7.37,10.714599999999994
56.87,23.6,1.8,1.0,0.08,1.0,0.07881021990593619,0.07626795474768018,15.0,15.0,2.0,0.0,0.0,,1.8543000000000007
100.21,48.8,2.6,12.0,0.37,0.0,0.3667957623819184,0.05327759677055799,0.0,7.0,5.0,1.0,0.0,,17.8662
64.42,19.8,3.1,6.0,0.28,0.0,0.2757436493106408,0.1565577496086056,0.0,20.0,5.0,1.0,0.0,,5.6128
69.84,13.2,8.8,9.0,0.17,0.0,0.17044163320960534,0.6666161654420121,0.0,14.0,5.0,0.0,1.0,,2.2401999999999997
51.63,7.1,3.3,11.0,0.1,1.0,0.10139416983523447,0.4647232784114913,16.0,9.0,3.0,0.0,0.0,,0.7227999999999996
51.04,4.7,3.7,2.0,0.37,1.0,0.36800680706232713,0.7870665815783875,4.0,19.0,3.0,1.0,0.0,,1.710899999999999
111.52,43.9,2.0,9.0,0.15,1.0,0.14897154962301543,0.04555704881437781,1.0,10.0,5.0,0.0,1.0,,6.550299999999997
46.47,16.4,6.3,10.0,0.11,1.0,0.11401743796109994,0.3841229193341869,6.0,11.0,1.0,0.0,0.0,,1.8667999999999998
57.27,6.3,8.1,5.0,0.13,0.0,0.13013807332169497,1.2855102364704014,0.0,10.0,4.0,0.0,0.0,,0.8219999999999988
100.84,47.5,2.9,4.0,0.32,1.0,0.3208353508347193,0.06105134628744658,3.0,19.0,1.0,1.0,0.0,5.63,15.21990000000001
113.28,13.8,2.0,2.0,0.09,1.0,0.08622563582349105,0.14491703499746394,17.0,5.0,0.0,0.0,0.0,,1.1903000000000006
97.92,26.1,2.5,4.0,0.1,1.0,0.09808053331289988,0.09578177081337878,16.0,2.0,0.0,0.0,0.0,,2.5600000000000027
46.0,14.2,5.8,8.0,0.1,1.0,0.096472079431026,0.40842194211675237,2.0,3.0,3.0,0.0,0.0,,1.368200000000001
45.15,20.9,5.8,7.0,0.35,1.0,0.35070092340079423,0.27749868427347973,7.0,8.0,3.0,1.0,0.0,,7.335199999999998
66.37,21.0,2.5,8.0,0.31,0.0,0.3061758963858864,0.11904195038331507,0.0,1.0,6.0,1.0,0.0,,6.423699999999999
49.54,10.9,4.2,10.0,0.1,1.0,0.10182552059444089,0.38528575360058714,19.0,4.0,5.0,0.0,0.0,2.7,1.111
36.22,7.0,15.3,11.0,0.59,1.0,0.5856306241965433,2.185402085416369,2.0,16.0,2.0,1.0,0.0,,4.158999999999997
94.33,34.8,2.6,3.0,0.09,0.0,0.08764115973678918,0.0747104968248039,0.0,3.0,1.0,0.0,0.0,,3.059799999999998
102.98,27.0,1.9,12.0,0.33,1.0,0.33035813488389315,0.07036776415688308,6.0,9.0,6.0,1.0,0.0,13.89,8.868099999999993
109.61,30.4,1.9,9.0,0.1,1.0,0.09835202789381929,0.06249794414657412,7.0,21.0,0.0,0.0,0.0,,2.9925
56.32,39.8,1.9,2.0,0.12,0.0,0.12185623476797067,0.04773749403281325,0.0,18.0,4.0,0.0,1.0,,4.898499999999999
108.52,38.4,1.9,3.0,0.09,1.0,0.08801854118382334,0.04947787818025572,12.0,7.0,3.0,0.0,0.0,,3.3796
42.47,13.5,5.2,10.0,0.11,0.0,0.10517739426709133,0.385156655062588,0.0,19.0,1.0,0.0,0.0,,1.4194
114.64,9.7,1.3,12.0,0.37,1.0,0.3690341201937945,0.13400680342232762,11.0,6.0,2.0,1.0,0.0,,3.559000000000003
74.51,29.9,2.6,0.0,0.08,1.0,0.07859268920771881,0.08695361359151868,0.0,2.0,2.0,0.0,0.0,1.22,2.3584000000000014
134.88,47.0,1.1,1.0,0.34,1.0,0.3397800046807515,0.02340375736686454,2.0,15.0,2.0,1.0,0.0,,15.8982
58.42,13.2,4.4,6.0,0.1,1.0,0.10074994318612228,0.33330808272100604,15.0,6.0,3.0,0.0,0.0,,1.3303999999999996
47.09,10.7,2.5,1.0,0.14,1.0,0.13830483132417531,0.2336230258854313,18.0,19.0,0.0,0.0,1.0,1.64,1.4776999999999996
81.75,48.0,2.8,12.0,0.36,1.0,0.3612424741151226,0.05833211808087332,5.0,19.0,6.0,1.0,0.0,3.93,17.3108
76.73,32.8,1.9,6.0,0.34,1.0,0.33627023566354686,0.05792506326026646,9.0,19.0,1.0,1.0,0.0,,11.006899999999998
129.33,53.1,1.7,11.0,0.11,1.0,0.10828421310333139,0.032014463004463194,15.0,20.0,3.0,0.0,0.0,3.39,5.7170000000000005
103.28,19.6,1.5,11.0,0.1,1.0,0.10050507627161878,0.07652670782102954,3.0,13.0,1.0,0.0,0.0,,1.969599999999999
57.44,27.2,5.7,9.0,0.14,0.0,0.13896547921032315,0.2095511194441381,0.0,4.0,4.0,0.0,1.0,,3.783200000000002
92.37,66.9,3.2,7.0,0.16,0.0,0.15649990284151208,0.04783187097352804,0.0,4.0,0.0,0.0,1.0,,10.413499999999994
57.8,15.1,6.0,7.0,0.16,1.0,0.16091649559631815,0.3973246804847361,11.0,15.0,6.0,0.0,1.0,,2.436099999999999
93.54,41.7,2.5,8.0,0.09,0.0,0.09040550586316874,0.059950600705019064,0.0,13.0,4.0,0.0,0.0,1.77,3.767899999999995
93.62,34.0,4.3,4.0,0.1,1.0,0.10205582188759156,0.12646686862151113,16.0,17.0,4.0,0.0,0.0,3.01,3.4602999999999997
44.78,13.5,9.7,7.0,0.18,1.0,0.17850529590400713,0.7184652988667506,16.0,13.0,3.0,0.0,1.0,,2.4112999999999984
100.9,36.0,2.9,8.0,0.09,1.0,0.09471959112246883,0.08055331796338991,13.0,21.0,4.0,0.0,0.0,,3.4016000000000015
45.91,14.7,5.9,8.0,0.11,1.0,0.11223726277124006,0.4013332426365554,11.0,4.0,4.0,0.0,0.0,1.65,1.6530999999999998
105.85,29.4,1.5,3.0,0.13,1.0,0.13434917179687766,0.05101867283425734,14.0,14.0,6.0,0.0,1.0,4.87,3.9496
51.09,16.9,6.7,5.0,0.15,1.0,0.15028696526832733,0.39642624696763507,12.0,17.0,4.0,0.0,1.0,,2.5418000000000007
102.6,39.9,3.0,8.0,0.32,0.0,0.32430264905641465,0.07518608556176537,0.0,13.0,2.0,1.0,0.0,,12.952999999999996
95.02,59.5,1.3,5.0,0.08,1.0,0.07932639787566595,0.02184837229626393,20.0,5.0,1.0,0.0,0.0,,4.6664999999999965
53.89,17.0,4.1,10.0,0.1,0.0,0.0964649138285983,0.24116228457149574,0.0,20.0,2.0,0.0,0.0,,1.639699999999998
96.58,51.1,1.4,6.0,0.13,1.0,0.13306980293927712,0.027396724134557054,16.0,13.0,3.0,0.0,1.0,6.23,6.8119999999999985
50.55,12.3,6.2,5.0,0.1,0.0,0.10080481261686042,0.5040240630843021,0.0,3.0,4.0,0.0,0.0,,1.2376999999999996
63.29,6.8,7.6,6.0,0.39,0.0,0.388178209086899,1.1174827231289515,0.0,5.0,2.0,1.0,0.0,,2.6430999999999996
27.27,20.1,11.9,8.0,0.44,1.0,0.4382866524053529,0.5920103477438933,17.0,7.0,2.0,1.0,0.0,5.15,8.821100000000003
66.72,11.2,9.5,0.0,0.12,0.0,0.11606106597625214,0.8481385590572271,0.0,19.0,1.0,0.0,0.0,,1.2987
110.57,30.4,1.5,8.0,0.35,1.0,0.35031742376895497,0.04934048222097957,3.0,6.0,0.0,1.0,0.0,,10.617700000000006
85.12,33.1,1.8,1.0,0.13,0.0,0.12507175009818433,0.05437902178181928,0.0,11.0,4.0,0.0,1.0,3.19,4.152099999999998
26.56,8.8,10.4,3.0,0.22,1.0,0.22156573116691283,1.1816838995568686,10.0,8.0,3.0,0.0,1.0,,1.9579
86.38,27.6,1.7,9.0,0.38,1.0,0.37679794210354695,0.06159197130538748,5.0,6.0,6.0,1.0,0.0,2.98,10.446300000000006
37.05,14.0,5.4,3.0,0.37,1.0,0.3678308692236269,0.3856867366616671,5.0,22.0,6.0,1.0,0.0,,5.137300000000006
95.96,84.1,3.1,2.0,0.3,0.0,0.3043959049238416,0.03686044161187144,0.0,21.0,6.0,1.0,0.0,,25.813499999999998
109.36,42.5,2.1,11.0,0.09,1.0,0.09482129832239243,0.049410602103479924,7.0,17.0,2.0,0.0,0.0,,4.036099999999999
63.1,25.0,2.2,5.0,0.08,0.0,0.08319667213311467,0.08799648014079436,0.0,4.0,5.0,0.0,0.0,,2.0779000000000005
110.09,63.6,4.2,12.0,0.39,1.0,0.394490652662694,0.06603669753620227,4.0,19.0,3.0,1.0,0.0,,24.95050000000002
64.75,24.9,3.6,1.0,0.09,0.0,0.08594032368177985,0.14457250712822778,0.0,12.0,5.0,0.0,0.0,,2.1385999999999994
128.19,56.7,3.6,1.0,0.16,0.0,0.1613728152942629,0.06349094372233294,0.0,2.0,1.0,0.0,1.0,,9.154600000000002
98.38,43.1,0.8,1.0,0.08,1.0,0.08050857288693998,0.018561054267882418,12.0,7.0,6.0,0.0,0.0,,3.4844999999999984
95.34,63.0,2.1,1.0,0.29,0.0,0.2942810431580451,0.033332804241202524,0.0,20.0,5.0,1.0,0.0,,18.59419999999999
80.41,36.6,2.3,6.0,0.11,1.0,0.11065271440671019,0.06283981311986012,7.0,19.0,4.0,0.0,0.0,,4.070299999999999
